"MenuItemId","Label","PageName","Slug","Url","CurrentPath","ProposedPath","Moved"
"114","Polygamy and Coercion — Was Consent Real?","Polygamy-Coercion","polygamy-coercion","https://www.ldsapologetics.com/polygamy-coercion/","Church History > Polygamy and Coercion — Was Consent Real?","Church History > Polygamy > Polygamy and Coercion — Was Consent Real?","True"
"98","Why Joseph Smith Denied Plural Marriage Publicly","Joseph-Polygamy-Context","joseph-polygamy-context","https://www.ldsapologetics.com/joseph-polygamy-context/","Church History > Why Joseph Smith Denied Plural Marriage Publicly","Church History > Polygamy > Why Joseph Smith Denied Plural Marriage Publicly","True"
"94","Joseph Smith Was an Abolitionist","Joseph-Smith-Abolitionist","joseph-smith-abolitionist","https://www.ldsapologetics.com/joseph-smith-abolitionist/","Church History > Joseph Smith Was an Abolitionist","Church History > Race and the Priesthood > Joseph Smith Was an Abolitionist","True"
"161","Native American Indenture — The 1852 Act","Indian-Indenture","indian-indenture","https://www.ldsapologetics.com/indian-indenture/","Church History > Native American Indenture — The 1852 Act","Church History > Race and the Priesthood > Native American Indenture — The 1852 Act","True"
"24","The Priesthood Ban — What It Was and Why It Ended","Priesthood-Topics","priesthood-topics","https://www.ldsapologetics.com/priesthood-topics/","Church History > The Priesthood Ban — What It Was and Why It Ended","Church History > Race and the Priesthood > The Priesthood Ban — What It Was and Why It Ended","True"
"139","Recent Events/Issues","Recent-Events-Issues","recent-events-issues","https://www.ldsapologetics.com/recent-events-issues/","Church History > Recent Events/Issues","Church History > Recent Events > Recent Events/Issues","True"
"118","Women in Church History — Answering the Hard Questions","Women-Mormon-History","women-mormon-history","https://www.ldsapologetics.com/women-mormon-history/","Church History > Women in Church History — Answering the Hard Questions","Church History > Recent Events > Women in Church History — Answering the Hard Questions","True"
"101","Joseph Smith and Einsteinian Relativity","Abraham-Relativity","abraham-relativity","https://www.ldsapologetics.com/abraham-relativity/","Church History > Joseph Smith and Einsteinian Relativity","Church History > The Book of Abraham > Joseph Smith and Einsteinian Relativity","True"
"140","The Book of Abraham and the Papyri","Book-Of-Abraham-Papyri","book-of-abraham-papyri","https://www.ldsapologetics.com/book-of-abraham-papyri/","Church History > The Book of Abraham and the Papyri","Church History > The Book of Abraham > The Book of Abraham and the Papyri","True"
"103","The Facsimiles — Inverted Priestly Imagery","Abraham-Facsimiles","abraham-facsimiles","https://www.ldsapologetics.com/abraham-facsimiles/","Church History > The Facsimiles — Inverted Priestly Imagery","Church History > The Book of Abraham > The Facsimiles — Inverted Priestly Imagery","True"
"120","Joseph Smith and Folk Magic - Context and Meaning","Treasure-Digging-Folk-Magic","treasure-digging-folk-magic","https://www.ldsapologetics.com/treasure-digging-folk-magic/","Church History > Joseph Smith and Folk Magic - Context and Meaning","Church History > Treasure Seeking and Folk Magic > Joseph Smith and Folk Magic - Context and Meaning","True"
"164","Salem, 1836 — The Treasure Trip and D&C 111","Salem-1836-Treasure-DC-111","salem-1836-treasure-dc-111","https://www.ldsapologetics.com/salem-1836-treasure-dc-111/","Church History > Salem, 1836 — The Treasure Trip and D&C 111","Church History > Treasure Seeking and Folk Magic > Salem, 1836 — The Treasure Trip and D&C 111","True"
"163","The ""Open Door"" Argument — Treasure Seeking and Demonic Deception","Open-Door-Demonic-Deception","open-door-demonic-deception","https://www.ldsapologetics.com/open-door-demonic-deception/","Church History > The ""Open Door"" Argument — Treasure Seeking and Demonic Deception","Church History > Treasure Seeking and Folk Magic > The ""Open Door"" Argument — Treasure Seeking and Demonic Deception","True"
"35","""God Did It"" — Why That's a Valid Explanation","God-Did-It","god-did-it","https://www.ldsapologetics.com/god-did-it/","God & Reason > ""God Did It"" — Why That's a Valid Explanation","God & Reason > ""God Did It"" — Why That's a Valid Explanation","False"
"14","Abraham's Test — And What It Reveals About God","AbrahamsTest","abrahamstest","https://www.ldsapologetics.com/abrahamstest/","God & Reason > Abraham's Test — And What It Reveals About God","God & Reason > Abraham's Test — And What It Reveals About God","False"
"133","Agency or Decree — Which God Do You Actually Worship?","Agency-Or-Decree","agency-or-decree","https://www.ldsapologetics.com/agency-or-decree/","God & Reason > Agency or Decree — Which God Do You Actually Worship?","God & Reason > Agency or Decree — Which God Do You Actually Worship?","False"
"138","Foreknowledge and Agency — Does Omniscience Destroy Free Will?","Foreknowledge-Agency","foreknowledge-agency","https://www.ldsapologetics.com/foreknowledge-agency/","God & Reason > Foreknowledge and Agency — Does Omniscience Destroy Free Will?","God & Reason > Foreknowledge and Agency — Does Omniscience Destroy Free Will?","False"
"15","Is God Truly Sovereign?","God-Sovereign","god-sovereign","https://www.ldsapologetics.com/god-sovereign/","God & Reason > Is God Truly Sovereign?","God & Reason > Is God Truly Sovereign?","False"
"36","Prove God Exists","GodExists","godexists","https://www.ldsapologetics.com/godexists/","God & Reason > Prove God Exists","God & Reason > Prove God Exists","False"
"17","What Kind of God Do You Believe In?","God-Type","god-type","https://www.ldsapologetics.com/god-type/","God & Reason > What Kind of God Do You Believe In?","God & Reason > What Kind of God Do You Believe In?","False"
"80","""Come, Let Us Reason Together"" — In Context","Isaiah-Reason-Together","isaiah-reason-together","https://www.ldsapologetics.com/isaiah-reason-together/","Scripture > ""Come, Let Us Reason Together"" — In Context","Scripture > ""Come, Let Us Reason Together"" — In Context","False"
"78","""Filthy Rags"" — What Isaiah Actually Said","Filthy-Rags","filthy-rags","https://www.ldsapologetics.com/filthy-rags/","Scripture > ""Filthy Rags"" — What Isaiah Actually Said","Scripture > ""Filthy Rags"" — What Isaiah Actually Said","False"
"29","Is the Bible Translated Correctly?","Bible-Math5","bible-math5","https://www.ldsapologetics.com/bible-math5/","Scripture > Is the Bible Translated Correctly?","Scripture > Is the Bible Translated Correctly?","False"
"123","The Joseph Smith Translation of the Bible","Joseph-Smith-Translation-Bible","joseph-smith-translation-bible","https://www.ldsapologetics.com/joseph-smith-translation-bible/","Scripture > The Joseph Smith Translation of the Bible","Scripture > The Joseph Smith Translation of the Bible","False"
"97","Angels Are Resurrected and Spirit Humans","Angels-Are-People","angels-are-people","https://www.ldsapologetics.com/angels-are-people/","The Plan of Salvation > Angels Are Resurrected and Spirit Humans","The Plan of Salvation > After This Life > Angels Are Resurrected and Spirit Humans","True"
"148","Eternal Punishment — What the Word Actually Means","Eternal-Punishment-DC19","eternal-punishment-dc19","https://www.ldsapologetics.com/eternal-punishment-dc19/","The Plan of Salvation > Eternal Punishment — What the Word Actually Means","The Plan of Salvation > After This Life > Eternal Punishment — What the Word Actually Means","True"
"93","Hell Has an End — Universal Resurrection","Hell-Has-End","hell-has-end","https://www.ldsapologetics.com/hell-has-end/","The Plan of Salvation > Hell Has an End — Universal Resurrection","The Plan of Salvation > After This Life > Hell Has an End — Universal Resurrection","True"
"65","Resurrected Bodies Are More Powerful Than Spirits","Resurrection-Power","resurrection-power","https://www.ldsapologetics.com/resurrection-power/","The Plan of Salvation > Resurrected Bodies Are More Powerful Than Spirits","The Plan of Salvation > After This Life > Resurrected Bodies Are More Powerful Than Spirits","True"
"95","Three Kingdoms of Glory","Three-Kingdoms","three-kingdoms","https://www.ldsapologetics.com/three-kingdoms/","The Plan of Salvation > Three Kingdoms of Glory","The Plan of Salvation > After This Life > Three Kingdoms of Glory","True"
"67","Why the Resurrection Matters","Why-Resurrection","why-resurrection","https://www.ldsapologetics.com/why-resurrection/","The Plan of Salvation > Why the Resurrection Matters","The Plan of Salvation > After This Life > Why the Resurrection Matters","True"
"18","How Many Descendants of Abraham Are There?","Abrahams-Seed","abrahams-seed","https://www.ldsapologetics.com/abrahams-seed/","The Plan of Salvation > How Many Descendants of Abraham Are There?","The Plan of Salvation > Before This Life > How Many Descendants of Abraham Are There?","True"
"58","Pre-Existence — What the Bible Actually Says","PreExistence-Bible","preexistence-bible","https://www.ldsapologetics.com/preexistence-bible/","The Plan of Salvation > Pre-Existence — What the Bible Actually Says","The Plan of Salvation > Before This Life > Pre-Existence — What the Bible Actually Says","True"
"66","The Abraham's Seed Problem — LDS Has the Only Answer","Abrahams-Seed-Answer","abrahams-seed-answer","https://www.ldsapologetics.com/abrahams-seed-answer/","The Plan of Salvation > The Abraham's Seed Problem — LDS Has the Only Answer","The Plan of Salvation > Before This Life > The Abraham's Seed Problem — LDS Has the Only Answer","True"
"72","Gender Is Eternal","Gender-Eternal","gender-eternal","https://www.ldsapologetics.com/gender-eternal/","The Plan of Salvation > Gender Is Eternal","The Plan of Salvation > Family and Eternal Identity > Gender Is Eternal","True"
"104","The Family Is Under Coordinated Attack","Family-Under-Attack","family-under-attack","https://www.ldsapologetics.com/family-under-attack/","The Plan of Salvation > The Family Is Under Coordinated Attack","The Plan of Salvation > Family and Eternal Identity > The Family Is Under Coordinated Attack","True"
"90","Baptism for the Dead in the Center of Paul's Chiasmus","Baptism-Dead-Chiasmus","baptism-dead-chiasmus","https://www.ldsapologetics.com/baptism-dead-chiasmus/","The Plan of Salvation > Baptism for the Dead in the Center of Paul's Chiasmus","The Plan of Salvation > Ordinances and Covenants > Baptism for the Dead in the Center of Paul's Chiasmus","True"
"86","Baptism Is Required — Four Reasons","Baptism-Four-Reasons","baptism-four-reasons","https://www.ldsapologetics.com/baptism-four-reasons/","The Plan of Salvation > Baptism Is Required — Four Reasons","The Plan of Salvation > Ordinances and Covenants > Baptism Is Required — Four Reasons","True"
"151","Born Again — Of Water and of the Spirit","Born-Again","born-again","https://www.ldsapologetics.com/born-again/","The Plan of Salvation > Born Again — Of Water and of the Spirit","The Plan of Salvation > Ordinances and Covenants > Born Again — Of Water and of the Spirit","True"
"142","Temple Ordinances and the New Testament","Temple-Ordinances-New-Testament","temple-ordinances-new-testament","https://www.ldsapologetics.com/temple-ordinances-new-testament/","The Plan of Salvation > Temple Ordinances and the New Testament","The Plan of Salvation > Ordinances and Covenants > Temple Ordinances and the New Testament","True"
"59","Why a Mediator Is Necessary","Why-Mediator","why-mediator","https://www.ldsapologetics.com/why-mediator/","The Plan of Salvation > Why a Mediator Is Necessary","The Plan of Salvation > The Atonement > Why a Mediator Is Necessary","True"
"2071","Why Is an Atonement Necessary?","WhyIsAn-Atonement-Necessary","whyisan-atonement-necessary","https://www.ldsapologetics.com/whyisan-atonement-necessary/",,"The Plan of Salvation > The Atonement > Why Is an Atonement Necessary?","True"
"64","Creation Ex Nihilo Destroys Free Will","Creation-Ex-Nihilo","creation-ex-nihilo","https://www.ldsapologetics.com/creation-ex-nihilo/","Who Is God? > Creation Ex Nihilo Destroys Free Will","Who Is God? > Agency and Our Divine Nature > Creation Ex Nihilo Destroys Free Will","True"
"22","Jesus and Lucifer Are Spirit Brothers","Jesus-Lucifer-Brother","jesus-lucifer-brother","https://www.ldsapologetics.com/jesus-lucifer-brother/","Who Is God? > Jesus and Lucifer Are Spirit Brothers","Who Is God? > Agency and Our Divine Nature > Jesus and Lucifer Are Spirit Brothers","True"
"99","Spirit Is Real Matter","Spirit-Matter","spirit-matter","https://www.ldsapologetics.com/spirit-matter/","Who Is God? > Spirit Is Real Matter","Who Is God? > Agency and Our Divine Nature > Spirit Is Real Matter","True"
"136","What Makes Anything Right or Wrong? — Objective Good, Genuine Agency, and Why ""Legal"" Never Means ""Righteous""","Legal-Versus-Righteous","legal-versus-righteous","https://www.ldsapologetics.com/legal-versus-righteous/","Who Is God? > What Makes Anything Right or Wrong? — Objective Good, Genuine Agency, and Why ""Legal"" Never Means ""Righteous""","Who Is God? > Agency and Our Divine Nature > What Makes Anything Right or Wrong? — Objective Good, Genuine Agency, and Why ""Legal"" Never Means ""Righteous""","True"
"71","Why Agency Requires Pre-Existent Intelligences","Agency-Requires-Preexistence","agency-requires-preexistence","https://www.ldsapologetics.com/agency-requires-preexistence/","Who Is God? > Why Agency Requires Pre-Existent Intelligences","Who Is God? > Agency and Our Divine Nature > Why Agency Requires Pre-Existent Intelligences","True"
"126","Did LDS Theology About God Change Over Time?","Evolving-Nature-Of-God","evolving-nature-of-god","https://www.ldsapologetics.com/evolving-nature-of-god/","Who Is God? > Did LDS Theology About God Change Over Time?","Who Is God? > God the Father > Did LDS Theology About God Change Over Time?","True"
"70","God Is Our Literal Father","God-Is-Our-Father","god-is-our-father","https://www.ldsapologetics.com/god-is-our-father/","Who Is God? > God Is Our Literal Father","Who Is God? > God the Father > God Is Our Literal Father","True"
"63","Heavenly Mother — Why This Doctrine Is Inevitable","Heavenly-Mother","heavenly-mother","https://www.ldsapologetics.com/heavenly-mother/","Who Is God? > Heavenly Mother — Why This Doctrine Is Inevitable","Who Is God? > God the Father > Heavenly Mother — Why This Doctrine Is Inevitable","True"
"76","Jesus Is Jehovah — God of the Old Testament","Jesus-Is-Jehovah","jesus-is-jehovah","https://www.ldsapologetics.com/jesus-is-jehovah/","Who Is God? > Jesus Is Jehovah — God of the Old Testament","Who Is God? > The Godhead > Jesus Is Jehovah — God of the Old Testament","True"
"144","John 17 and the Oneness Jesus Prayed For","John-17-Oneness","john-17-oneness","https://www.ldsapologetics.com/john-17-oneness/","Who Is God? > John 17 and the Oneness Jesus Prayed For","Who Is God? > The Godhead > John 17 and the Oneness Jesus Prayed For","True"
"68","The Algebra of the Godhead","Trinity-Math","trinity-math","https://www.ldsapologetics.com/trinity-math/","Who Is God? > The Algebra of the Godhead","Who Is God? > The Godhead > The Algebra of the Godhead","True"
"62","The Godhead vs. the Trinity","Godhead-vs-Trinity","godhead-vs-trinity","https://www.ldsapologetics.com/godhead-vs-trinity/","Who Is God? > The Godhead vs. the Trinity","Who Is God? > The Godhead > The Godhead vs. the Trinity","True"
"73","Who Is the Holy Ghost?","Who-Is-Holy-Ghost","who-is-holy-ghost","https://www.ldsapologetics.com/who-is-holy-ghost/","Who Is God? > Who Is the Holy Ghost?","Who Is God? > The Godhead > Who Is the Holy Ghost?","True"
